epoch,train_rmse,val_rmse
1,4.855506662537241,3.8548564946519543
2,2.8537247397269225,1.7550381616643882
3,1.9299965587940444,1.483272986666805
4,1.6387382620916566,1.4323890884096726
5,1.5569981833965483,1.2775710250758916
6,1.4292741104082924,1.2099736469330986
7,1.363667175444754,1.153402482221832
8,1.3130308997361961,1.098122711439793
9,1.2845809869101976,1.0641536186292597
10,1.21192168923891,1.0120672855437205
11,1.1605164843743403,0.993716586049049
12,1.119170348386644,0.9423742106148869
13,1.0911247570577698,0.9292258711343646
14,1.0604620399349942,0.8656584172047337
15,1.0248023183866863,0.852580275965008
16,0.987231753419044,0.8233709449581345
17,0.9649377581997857,0.8247591028211266
18,0.9350283093677884,0.7696763884485354
19,0.9065419558751281,0.7557226643894931
20,0.8943127186871046,0.7758843221889521
21,0.8813440362184825,0.7288836656610398
22,0.8831884917867968,0.7324922654977164
23,0.8569418992641776,0.7335880608383756
24,0.8357772518393232,0.711359674213908
25,0.8168657624813415,0.7051198423941202
26,0.8320850440598198,0.7020861474687302
27,0.8413973903780448,0.7073348852857246
28,0.8301889800998984,0.6871843263518986
29,0.8376975198541766,0.6808007430078148
30,0.8018552553872013,0.681078397503876
31,0.8271318775780953,0.6730630926922535
32,0.7963418498043925,0.6788673056087592
33,0.780512923976217,0.6781622116145348
34,0.8072671068632228,0.6900078808292966
35,0.8002900743652813,0.6761209372865438
36,0.7668194235036598,0.6692732181333413
37,0.7791430242712507,0.6821004196695878
38,0.800487600481073,0.6812966470759341
39,0.7903865629283908,0.6918919468348874
40,0.7629160635098788,0.6669991354629312
41,0.784933379493125,0.690383132595197
42,0.7807899041411323,0.6969027603504735
43,0.7638222633957018,0.6866691510686405
44,0.7436971552780762,0.6766601095641378
45,0.7515111296952491,0.6794174798004301
46,0.7513278225203243,0.6677969326762851
47,0.77239283560376,0.6544462118959694
48,0.7573279112123541,0.6864017688058747
49,0.765576920614903,0.6848965464734521
50,0.7246857286556557,0.6623290831140394
51,0.7604371921083042,0.6669366458761876
52,0.7554020054988918,0.6621866771842305
53,0.7499720921493029,0.6872591984127367
54,0.7391761425752829,0.7104419616118822
55,0.731865307683458,0.6715505615067863
56,0.7511212838290838,0.670263775919769
57,0.7381905461682138,0.6626348070427464
58,0.7015586210770939,0.6843567432076083
59,0.7395527906071829,0.6556430916703769
60,0.7494616703580468,0.662144550300599
61,0.7384610105258781,0.6609331333746629
62,0.751274649032136,0.6524909532950255
63,0.7171445316691588,0.6563135525039561
64,0.7317263597542191,0.6604480211494415
65,0.7395550678233688,0.6648992764049487
66,0.7260755170663731,0.6431212057922961
67,0.732284309056545,0.6530748941284229
68,0.7260362669040493,0.671272761990797
69,0.7337208334227776,0.6779135211675439
70,0.7324170999516205,0.6587011564196252
71,0.7281225556514492,0.6649870102911577
72,0.7058632291533118,0.6638764064560596
73,0.7105390325145268,0.6682076500996207
74,0.6986727805266804,0.6445761693849392
75,0.72027286409258,0.653790930238025
76,0.7001960155857767,0.6743661695013564
77,0.707412025378268,0.6951781582440029
78,0.7037584553008364,0.6716127105446172
79,0.7299096640897798,0.6638540950695099
80,0.7363812888725341,0.7097435031901224
81,0.7151772293459794,0.6569687222768055
82,0.702357739008063,0.6698388807307972
83,0.7141248450630147,0.6557142477684057
84,0.7060263644442807,0.6442878032187672
85,0.7065511699223376,0.6469985208199646
86,0.7085418751506637,0.6692865768144403
